Attributes,close,close,close,close,close,close,high,high,high,high,high,high,low,low,low,low,low,low,open,open,open,open,open,open,volume,volume,volume,volume,volume,volume
Symbols,bel20,aex,cac,omxs,smi,dax,bel20,aex,cac,omxs,smi,dax,bel20,aex,cac,omxs,smi,dax,bel20,aex,cac,omxs,smi,dax,bel20,aex,cac,omxs,smi,dax
2005-04-29,3039.71,348.2,3911.71,749.54,5870.8,4184.84,3039.71,349.7,3930.59,753.97,5881.8,4208.32,3039.71,345.92,3882.42,744.84,5821.9,4159.66,3039.71,346.01,3882.42,748.24,5821.9,4163.23,8774739.0,,106074456.0,,69205000.0,236083648.0
2005-05-02,3048.67,348.37,3938.77,754.79,5924.6,4224.02,3055.71,351.09,3945.06,757.47,5937.8,4235.64,3035.88,348.37,3920.88,750.11,5890.2,4205.05,3039.93,348.7,3928.71,750.11,5901.2,4208.63,4442259.0,,50272792.0,,36485200.0,112576512.0
2005-05-03,3046.41,349.08,3955.93,757.64,5933.7,4245.54,3053.35,349.88,3956.58,760.26,5933.7,4245.67,3036.59,347.8,3934.72,753.37,5901.6,4218.06,3053.35,349.57,3953.25,754.79,5929.1,4229.99,5969436.0,,77620128.0,,77181400.0,161473936.0
2005-05-04,3066.72,351.18,3987.63,756.54,6001.9,4264.35,3066.72,351.2,3987.63,760.61,6002.1,4264.8,3048.39,348.51,3950.54,755.26,5936.2,4225.21,3051.5,349.78,3968.03,757.64,5945.3,4249.19,6531845.0,,89126576.0,,98267000.0,201615632.0
2005-05-05,3091.79,354.78,4019.35,,,4299.51,3095.92,355.41,4025.97,,,4306.15,3072.46,352.44,3995.2,,,4271.03,3072.68,352.7,3995.2,,,4271.03,4049241.0,,61680188.0,,,140749808.0
2005-05-06,3098.33,356.65,4033.46,766.25,6027.1,4311.06,3100.76,357.02,4041.17,769.16,6027.2,4314.98,3077.38,353.92,4004.27,757.69,5984.4,4276.16,3086.98,356.52,4020.0,757.69,6005.8,4297.14,7298647.0,,71444656.0,,54500800.0,172132048.0
2005-05-09,3083.71,355.93,4020.19,768.8,6002.9,4292.41,3099.71,356.74,4041.17,770.26,6019.3,4306.32,3076.16,354.95,4004.27,765.02,5987.6,4277.64,3099.71,356.71,4020.0,766.25,6018.9,4305.69,5053358.0,,69433120.0,,36394400.0,153274048.0
2005-05-10,3066.43,354.04,4000.25,765.45,5917.5,4251.13,3088.6,357.37,4035.65,773.62,6015.9,4306.18,3061.07,353.42,3990.58,762.93,5917.5,4245.26,3083.14,356.66,4021.25,768.8,6007.9,4299.64,5244489.0,,81276912.0,,90458400.0,226885712.0
2005-05-11,3061.75,352.78,3979.53,762.13,5919.9,4244.16,3069.13,355.11,4009.38,768.34,5936.3,4273.28,3052.44,352.43,3977.11,760.1,5900.7,4232.4,3062.49,353.6,3977.99,765.45,5910.6,4246.88,5212269.0,,90810992.0,,62898400.0,221567600.0
2005-05-12,3055.43,354.92,4015.65,770.4,5948.7,4267.05,3068.52,355.57,4022.85,771.85,5959.4,4280.69,3046.14,353.89,4004.43,763.28,5926.6,4255.38,3064.15,353.89,4010.7,763.28,5930.6,4265.22,10526823.0,,96758600.0,,54786400.0,215681104.0
2005-05-13,3037.28,355.51,4017.89,775.2,5943.0,4275.7,3046.88,355.51,4017.89,775.34,5956.9,4275.81,3027.02,353.35,3990.48,767.55,5930.8,4241.67,3046.57,354.15,3996.98,770.4,5935.2,4255.62,7635983.0,,95388184.0,,43647200.0,220027344.0
2005-05-16,3029.47,354.84,4010.98,774.92,,4262.18,3035.98,355.58,4015.4,775.47,,4273.88,3026.42,353.94,3990.46,769.95,,4251.99,3030.39,355.12,3990.46,775.2,,4266.82,2742364.0,,68033024.0,,,101387456.0
2005-05-17,3021.28,355.35,4006.19,776.08,5945.1,4251.77,3033.58,356.1,4022.51,778.98,5966.0,4276.93,3015.66,354.39,3994.79,773.52,5935.5,4232.67,3033.42,356.08,4022.51,774.92,5961.1,4274.29,7379525.0,,89990912.0,,50122400.0,175204400.0
2005-05-18,3054.44,360.99,4073.15,781.66,5996.9,4324.6,3054.44,360.99,4073.15,783.58,5999.6,4326.21,3025.35,356.87,4016.15,776.65,5960.5,4268.63,3026.47,357.15,4016.15,776.65,5963.6,4273.99,8528225.0,,119104696.0,,61747000.0,240623424.0
2005-05-19,3073.71,363.21,4085.98,785.11,6017.8,4360.42,3073.71,363.57,4091.82,786.46,6027.2,4364.41,3059.69,361.54,4074.65,781.64,5999.9,4337.53,3061.23,361.56,4076.64,781.66,6012.6,4338.17,6279625.0,,90771056.0,,55344400.0,203381632.0
2005-05-20,3073.52,363.88,4096.18,784.58,6023.1,4360.68,3077.24,365.21,4112.06,787.92,6035.5,4379.57,3066.45,362.48,4080.44,783.34,6003.0,4351.33,3071.61,363.34,4088.03,785.11,6029.9,4358.66,5222879.0,,83377056.0,,96194400.0,254637680.0
2005-05-23,3080.77,366.07,4118.37,784.34,6038.6,4406.95,3089.33,366.07,4123.94,787.77,6041.6,4410.73,3075.79,364.38,4100.96,783.25,6014.0,4374.49,3076.44,365.23,4113.33,784.58,6031.4,4383.02,6529873.0,,70800672.0,,32990000.0,228718112.0
2005-05-24,3070.86,365.1,4102.06,784.64,6080.0,4396.64,3074.17,366.26,4112.06,785.99,6081.1,4413.59,3063.6,363.77,4083.53,782.75,6035.1,4382.91,3069.68,365.96,4110.09,784.34,6048.2,4412.42,5731476.0,,74590816.0,,48996000.0,182355168.0
2005-05-25,3076.14,366.04,4100.27,783.17,6095.1,4389.54,3076.14,366.47,4114.75,787.21,6113.3,4404.56,3065.46,364.45,4092.32,782.56,6070.9,4377.32,3071.84,365.05,4097.41,784.64,6075.1,4393.43,6113071.0,,76025552.0,,61643800.0,174807888.0
2005-05-26,3055.96,368.26,4137.28,790.13,6138.2,4436.6,3058.7,369.67,4140.48,791.24,6145.7,4442.94,3045.76,366.27,4101.02,783.17,6098.2,4389.29,3049.39,366.42,4101.14,783.17,6098.6,4391.58,17887968.0,,158220944.0,,65232400.0,192378544.0
2005-05-27,3047.2,366.94,4131.83,790.72,6160.8,4444.71,3047.2,368.39,4142.54,793.65,6165.3,4453.01,3033.79,366.06,4117.53,787.71,6135.7,4431.59,3036.03,367.74,4139.75,790.13,6158.4,4442.66,10460777.0,,82998360.0,,54975600.0,183202912.0
2005-05-30,3056.2,368.42,4134.87,793.8,6158.7,4480.43,3056.2,368.46,4135.31,793.8,6162.3,4482.02,3033.16,365.89,4097.96,788.07,6144.9,4440.36,3038.35,367.06,4108.95,790.72,6159.4,4445.21,5138151.0,,41536400.0,,22271800.0,114777008.0
2005-05-31,3051.67,364.68,4120.73,792.39,6127.2,4460.63,3052.44,368.56,4139.07,796.92,6159.6,4480.68,3042.89,364.68,4120.69,792.31,6127.2,4459.2,3050.58,368.56,4134.96,793.8,6156.2,4480.0,13650990.0,,104541376.0,,78003800.0,213584272.0
2005-06-01,3073.95,371.52,4178.25,795.58,6210.3,4527.17,3073.95,371.52,4178.25,796.79,6217.6,4530.07,3050.06,365.52,4123.77,792.01,6136.3,4467.04,3054.5,365.78,4125.85,792.39,6136.3,4467.32,7608606.0,,95177888.0,,52368000.0,225101296.0
2005-06-02,3075.01,372.4,4183.72,789.97,6228.7,4532.17,3086.79,372.6,4198.2,797.05,6228.7,4542.83,3068.46,370.66,4163.64,789.28,6195.6,4515.04,3072.35,371.18,4180.23,795.58,6200.2,4521.71,8262787.0,,97111976.0,,45898600.0,223635328.0
2005-06-03,3083.54,371.52,4162.47,787.58,6210.3,4510.39,3087.57,373.39,4191.5,793.76,6239.5,4551.89,3075.49,370.49,4157.93,785.5,6196.0,4501.17,3078.67,372.61,4184.15,789.97,6238.0,4544.73,7285775.0,,78158392.0,,42330000.0,181418624.0
2005-06-06,3062.37,368.77,4146.47,,6186.0,4497.26,3077.75,371.7,4167.46,,6212.8,4521.89,3056.26,368.06,4139.42,,6172.4,4490.12,3077.31,371.24,4159.87,,6204.6,4514.59,6790958.0,,92611832.0,,32666600.0,199464576.0
2005-06-07,3071.17,372.46,4180.74,793.48,6237.4,4566.01,3076.72,373.0,4184.97,793.85,6241.5,4570.43,3059.18,369.84,4150.28,786.21,6192.1,4507.61,3065.12,369.92,4153.94,787.58,6192.1,4507.61,7532066.0,,105617928.0,,51936600.0,243972480.0
2005-06-08,3060.29,372.8,4171.35,796.64,6236.7,4557.29,3071.61,373.29,4179.88,798.12,6238.5,4567.13,3060.29,371.42,4161.65,791.74,6215.6,4543.75,3067.0,371.96,4167.48,793.48,6217.2,4552.09,8278628.0,,98470392.0,,54988800.0,173554128.0
2005-06-09,3082.06,373.35,4153.71,794.6,6244.7,4562.75,3083.72,373.38,4164.33,797.49,6244.8,4568.2,3059.72,370.98,4140.88,793.35,6214.7,4535.51,3061.65,372.27,4163.98,796.64,6223.5,4550.92,9175706.0,,89786920.0,,49327400.0,174997184.0
2005-06-10,3100.4,376.09,4184.1,799.59,6239.4,4586.1,3107.57,377.13,4195.1,801.37,6266.0,4601.05,3085.61,374.57,4172.21,795.76,6238.6,4571.32,3086.23,374.57,4175.39,795.76,6260.1,4580.91,8629517.0,,89471712.0,,39260000.0,241965936.0
2005-06-13,3101.08,377.45,4203.49,801.17,6266.2,4599.21,3113.15,377.58,4205.72,803.35,6269.3,4604.25,3093.55,375.22,4179.74,797.85,6241.4,4567.09,3100.33,375.68,4192.65,799.59,6245.5,4597.33,8246416.0,,76181520.0,,41460600.0,272404480.0
2005-06-14,3109.36,377.69,4197.74,807.62,6268.4,4591.69,3112.02,377.69,4202.67,807.8,6275.0,4598.81,3098.23,376.02,4187.13,799.96,6245.9,4579.32,3105.6,376.71,4195.52,801.17,6257.9,4593.81,8872833.0,,102925328.0,,44313200.0,200757120.0
2005-06-15,3109.4,375.82,4184.36,804.45,6257.1,4548.42,3124.7,378.95,4216.46,809.35,6289.1,4608.29,3106.39,375.2,4180.01,802.38,6241.3,4537.91,3107.31,377.95,4205.29,807.62,6277.8,4601.47,8696959.0,,114643624.0,,56353800.0,135105584.0
2005-06-16,3128.58,378.95,4185.15,809.8,6257.8,4579.87,3128.58,379.83,4209.22,809.8,6280.6,4585.79,3112.1,377.57,4184.96,804.45,6232.1,4554.42,3116.64,377.57,4203.57,804.45,6270.3,4563.75,8176328.0,,112298384.0,,55308400.0,221255408.0
2005-06-17,3109.89,380.27,4220.91,808.62,6263.5,4604.57,3129.49,382.31,4246.43,812.59,6279.9,4623.58,3107.2,378.93,4192.58,808.35,6261.1,4585.03,3124.25,379.47,4193.06,809.8,6265.7,4588.2,13298020.0,,137086688.0,,131706600.0,435464992.0
2005-06-20,3092.62,379.05,4193.4,811.85,6236.8,4586.86,3106.49,380.3,4213.71,813.31,6254.0,4603.1,3084.9,377.29,4182.67,806.57,6211.5,4560.49,3106.31,380.22,4213.4,808.62,6252.3,4601.99,6636706.0,,96794320.0,,40680400.0,158991136.0
2005-06-21,3116.31,381.39,4222.02,818.37,6294.1,4608.11,3120.46,381.59,4224.97,818.98,6299.5,4615.87,3100.28,379.74,4205.47,812.43,6249.6,4594.98,3101.04,380.08,4206.02,812.43,6253.7,4600.15,8035698.0,,82958272.0,,43834400.0,182920912.0
2005-06-22,3137.83,382.36,4229.55,818.93,6286.9,4619.6,3142.97,384.18,4242.53,820.57,6307.7,4635.71,3121.59,381.0,4220.93,816.51,6283.3,4599.17,3122.38,381.49,4224.12,818.37,6296.2,4610.41,10281506.0,,97960680.0,,42299800.0,243211552.0
2005-06-23,3132.58,383.2,4240.18,828.23,6273.7,4627.48,3143.58,383.97,4244.84,828.93,6306.9,4637.34,3120.76,381.5,4217.02,819.5,6254.3,4604.19,3142.84,383.16,4236.33,819.5,6295.0,4624.79,8277958.0,,90321000.0,,43799000.0,236149088.0
2005-06-24,3109.41,379.97,4199.87,,6223.2,4566.48,3120.61,380.77,4212.07,,6236.3,4602.35,3102.82,379.27,4192.22,,6215.1,4561.37,3115.22,379.77,4208.15,,6222.0,4602.35,6407154.0,,86705400.0,,55449000.0,224874048.0
2005-06-27,3075.48,377.27,4157.68,809.91,6191.1,4523.82,3096.14,378.2,4178.22,825.35,6209.2,4547.27,3074.4,375.77,4149.95,809.52,6183.2,4517.44,3095.95,378.16,4172.96,825.35,6187.4,4547.27,8053949.0,,84198248.0,,45383600.0,191021584.0
2005-06-28,3084.48,381.84,4194.33,814.28,6208.6,4557.46,3087.35,381.84,4195.73,816.0,6211.0,4557.46,3070.41,377.77,4165.19,810.49,6192.6,4528.42,3081.15,377.91,4167.56,810.49,6200.7,4530.79,7797963.0,,79487424.0,,43302400.0,157231568.0
2005-06-29,3112.09,383.34,4231.88,821.26,6261.2,4583.63,3114.49,384.55,4245.36,823.22,6266.1,4597.16,3090.96,381.69,4207.36,814.86,6226.2,4560.08,3090.96,382.91,4211.78,814.86,6227.2,4569.29,8655757.0,,133793208.0,,44860200.0,220846272.0
2005-06-30,3112.83,383.83,4229.35,822.49,6253.1,4586.28,3115.57,385.44,4254.8,825.88,6267.1,4607.21,3096.91,382.48,4223.68,818.76,6232.0,4576.03,3105.94,383.09,4225.54,821.26,6244.9,4577.56,9437385.0,,123400776.0,,164798800.0,242793472.0
2005-07-01,3125.38,388.26,4269.62,830.15,6279.8,4617.07,3130.15,388.26,4269.62,830.15,6281.0,4623.8,3106.04,382.72,4220.75,819.02,6219.5,4579.51,3108.57,382.85,4224.66,822.49,6229.7,4584.44,6764061.0,,79453104.0,,52070600.0,209178240.0
2005-07-04,3126.65,389.84,4264.6,832.34,6283.6,4623.41,3131.37,390.0,4276.71,833.95,6286.7,4627.35,3115.76,387.55,4258.56,830.04,6256.8,4610.31,3130.7,388.09,4276.71,830.15,6274.6,4620.86,4806832.0,,50084868.0,,31204200.0,129076176.0
2005-07-05,3113.26,389.11,4252.75,830.03,6282.8,4603.65,3130.75,390.17,4265.25,833.0,6288.6,4624.08,3103.29,386.68,4231.93,828.25,6255.6,4578.08,3130.75,389.75,4264.0,832.34,6277.7,4621.42,6383993.0,,79351352.0,,43471800.0,174450624.0
2005-07-06,3121.92,390.33,4279.95,831.58,6309.0,4615.49,3121.92,391.44,4292.07,834.63,6320.5,4636.96,3112.39,389.44,4264.0,829.13,6291.8,4607.57,3114.21,390.51,4272.64,830.03,6293.1,4607.57,7927856.0,,95449872.0,,50308800.0,178055984.0
2005-07-07,3089.94,383.8,4220.62,818.54,6250.6,4530.18,3119.14,389.27,4269.77,830.43,6303.7,4595.23,3033.57,375.16,4089.27,799.11,6113.1,4444.94,3119.14,389.19,4269.56,830.43,6295.2,4595.23,12055387.0,,231254432.0,,88496400.0,222074048.0
2005-07-08,3107.01,388.6,4300.31,832.23,6312.2,4597.97,3108.09,388.66,4300.31,832.46,6314.8,4597.97,3094.21,386.46,4252.07,819.7,6268.6,4559.57,3104.07,387.58,4264.71,819.7,6286.4,4560.43,8822133.0,,107777840.0,,44703400.0,192354112.0
2005-07-11,3135.18,390.93,4321.56,845.63,6357.2,4663.38,3135.82,391.64,4332.99,846.39,6357.2,4663.38,3121.43,389.73,4313.99,833.97,6331.2,4616.36,3121.43,389.93,4317.9,833.97,6333.0,4616.36,7093890.0,,92354952.0,,47536800.0,216638048.0
2005-07-12,3121.61,389.35,4313.78,843.81,6328.7,4653.03,3133.26,391.0,4330.52,848.08,6355.5,4666.08,3119.41,388.1,4293.67,841.2,6314.0,4637.62,3133.26,390.66,4319.86,845.63,6353.4,4661.77,5369043.0,,139106384.0,,37796400.0,190277312.0
2005-07-13,3137.56,391.91,4343.62,850.15,6393.8,4679.89,3139.76,391.91,4346.11,851.47,6394.0,4682.82,3122.8,389.7,4316.15,844.16,6330.4,4655.92,3123.01,389.76,4318.06,844.16,6330.4,4656.91,6789948.0,,99205520.0,,52919400.0,198940080.0
2005-07-14,3170.01,393.72,4370.88,849.89,6449.2,4699.27,3174.82,395.33,4389.49,851.55,6469.5,4715.47,3145.74,392.43,4348.45,845.65,6405.0,4686.8,3147.14,392.52,4352.08,850.15,6406.5,4686.8,9144129.0,,107005712.0,,58986800.0,256342000.0
2005-07-15,3164.31,393.68,4373.77,848.46,6459.9,4712.9,3182.0,394.75,4383.94,851.92,6469.4,4723.65,3161.69,392.53,4361.77,847.3,6448.6,4691.2,3170.04,393.42,4369.96,849.89,6464.4,4702.0,7437188.0,,82539520.0,,41991800.0,213244784.0
2005-07-18,3156.43,392.88,4363.47,849.75,6464.5,4719.57,3176.89,395.23,4388.7,853.08,6488.3,4732.7,3154.97,392.21,4357.5,847.4,6453.5,4705.29,3172.22,392.68,4381.19,848.46,6466.6,4717.59,7989843.0,,66428676.0,,36441200.0,139851776.0
2005-07-19,3188.57,396.96,4424.25,852.5,6482.1,4770.54,3188.57,397.93,4424.25,852.5,6482.9,4770.54,3157.41,393.44,4369.53,847.51,6446.4,4719.29,3157.59,393.46,4369.53,849.75,6469.1,4725.72,8366951.0,,157149744.0,,35483600.0,240194816.0
2005-07-20,3185.37,395.58,4418.39,846.8,6510.7,4784.5,3188.56,398.4,4435.29,851.34,6530.8,4785.92,3178.64,393.91,4402.16,843.6,6479.7,4757.56,3182.83,396.89,4421.21,851.34,6485.9,4759.51,6731324.0,,102688944.0,,46880000.0,222571616.0
2005-07-21,3202.15,395.93,4425.66,852.79,6492.0,4829.87,3211.03,399.02,4465.9,855.74,6556.6,4865.72,3190.62,393.96,4403.57,847.71,6477.5,4803.29,3191.17,397.28,4435.2,847.71,6529.1,4803.77,5582399.0,,141331856.0,,48809400.0,324732800.0
2005-07-22,3186.0,394.3,4415.52,852.52,6492.5,4836.9,3202.58,396.74,4434.11,855.12,6506.0,4852.36,3184.04,393.32,4396.62,850.96,6476.9,4815.41,3202.58,395.43,4420.39,852.79,6484.9,4826.15,4402979.0,,90099328.0,,29587600.0,190830144.0
2005-07-25,3186.98,394.54,4422.12,852.41,6503.9,4842.7,3191.15,396.02,4431.65,854.22,6510.4,4853.03,3180.57,393.78,4403.02,849.47,6477.3,4819.42,3188.21,395.98,4423.23,852.52,6507.9,4843.69,5232099.0,,67917104.0,,27683600.0,160910256.0
2005-07-26,3198.57,395.55,4420.78,854.52,6521.0,4843.49,3206.12,396.49,4445.15,859.3,6535.4,4858.24,3181.88,393.21,4414.59,852.34,6480.9,4827.89,3184.18,393.89,4424.19,852.41,6484.1,4835.79,6749323.0,,83576944.0,,32128400.0,206895104.0
2005-07-27,3217.81,395.1,4433.13,861.49,6560.1,4855.35,3221.09,397.01,4449.35,862.29,6580.3,4858.64,3203.27,394.63,4428.66,855.1,6522.3,4839.77,3210.7,396.35,4435.73,855.1,6523.1,4844.06,6620522.0,,98244480.0,,43761800.0,195581648.0
2005-07-28,3232.77,394.97,4462.26,863.8,6612.4,4892.5,3236.01,396.4,4472.17,866.81,6630.7,4900.29,3221.49,394.21,4451.32,861.61,6573.8,4859.94,3221.49,395.49,4455.78,861.61,6577.2,4870.07,5989622.0,,132843080.0,,70220400.0,438480384.0
2005-07-29,3228.01,395.77,4451.74,863.84,6600.9,4886.5,3240.59,397.53,4483.47,869.01,6621.3,4913.02,3226.15,394.86,4440.32,862.52,6593.0,4874.78,3238.74,395.86,4473.31,863.8,6621.3,4896.46,5560168.0,,107562240.0,,47666800.0,226384272.0
2005-08-01,3234.05,396.96,4456.87,862.97,6609.4,4890.85,3241.27,397.31,4478.72,866.66,6624.3,4912.39,3231.71,395.45,4448.24,861.88,6601.0,4878.17,3241.26,396.21,4457.49,863.84,6605.6,4882.39,5197628.0,,64641996.0,,26785600.0,160974992.0
2005-08-02,3251.65,397.98,4503.33,870.87,6672.2,4932.87,3252.16,397.99,4503.33,871.11,6672.2,4933.4,3235.61,396.18,4457.22,862.97,6599.5,4894.22,3236.38,396.51,4459.89,862.97,6612.6,4894.46,6365859.0,,75240040.0,,51968600.0,191326384.0
2005-08-03,3269.74,396.92,4495.48,869.22,6658.1,4923.12,3269.74,397.99,4503.74,871.15,6693.8,4934.94,3251.79,395.85,4474.66,864.78,6635.1,4901.51,3252.75,396.86,4501.05,870.87,6662.1,4930.41,6962520.0,,91701160.0,,62432200.0,246089024.0
2005-08-04,3256.46,394.68,4458.97,863.53,6617.3,4874.06,3272.56,397.38,4485.51,871.69,6659.9,4930.4,3254.72,394.17,4444.63,861.57,6616.0,4870.43,3268.26,397.32,4471.54,869.22,6649.5,4922.59,7452747.0,,90888360.0,,55353000.0,252262928.0
2005-08-05,3249.45,391.31,4421.7,860.88,6607.7,4827.18,3263.14,394.0,4466.97,865.72,6633.7,4868.2,3245.96,391.31,4421.7,859.5,6589.3,4827.18,3250.93,393.12,4438.49,863.53,6594.8,4856.63,6698425.0,,87871568.0,,36469200.0,186823648.0
2005-08-08,3253.56,391.43,4441.01,861.0,6634.3,4837.86,3261.76,392.79,4462.01,861.45,6659.7,4862.27,3245.65,390.7,4433.02,856.3,6613.6,4827.3,3251.91,392.15,4437.15,860.88,6613.8,4837.05,5083204.0,,55171788.0,,35246800.0,149673984.0
2005-08-09,3300.63,395.88,4491.69,863.67,6638.9,4909.48,3300.63,395.92,4491.69,863.79,6644.0,4909.48,3249.01,391.78,4437.02,858.69,6609.0,4835.35,3249.9,391.93,4445.75,861.0,6624.9,4835.83,8965022.0,,94131584.0,,35572800.0,201077872.0
2005-08-10,3314.81,401.57,4527.11,874.86,6689.2,4990.57,3315.01,401.77,4527.11,876.2,6695.6,4990.57,3297.72,396.65,4501.7,863.53,6670.6,4920.77,3298.08,396.65,4501.7,863.67,6673.3,4920.77,9237347.0,,103006248.0,,46926000.0,292237824.0
2005-08-11,3302.51,400.15,4509.1,870.16,6680.5,4953.93,3304.93,401.63,4522.9,874.28,6686.9,4981.11,3288.67,398.58,4489.66,866.72,6653.5,4938.15,3298.4,399.71,4513.13,874.28,6666.3,4966.64,8209658.0,,79180488.0,,44734800.0,297456576.0
2005-08-12,3286.7,396.06,4476.48,866.86,6647.5,4937.33,3306.12,399.9,4510.4,872.0,6690.1,4972.73,3283.86,395.81,4467.6,866.0,6630.7,4929.78,3304.67,399.85,4496.39,870.16,6690.1,4969.24,5746668.0,,62593812.0,,35317600.0,173381504.0
2005-08-15,3280.53,395.66,4466.58,867.3,6636.4,4922.34,3292.98,396.8,4485.63,869.49,6662.7,4951.33,3279.23,394.92,4462.55,864.66,6630.6,4916.09,3286.2,395.37,4470.41,866.86,6639.3,4935.22,2901993.0,,33181762.0,,25082400.0,97944496.0
2005-08-16,3285.01,394.64,4444.57,865.51,6634.6,4883.81,3301.06,397.29,4490.53,867.65,6674.5,4953.46,3274.94,393.61,4441.55,862.16,6614.6,4875.92,3292.56,396.93,4483.86,867.3,6651.7,4939.73,6192654.0,,70553528.0,,52719600.0,190697760.0
2005-08-17,3279.3,393.53,4439.63,861.34,6631.4,4871.46,3288.2,394.18,4443.27,864.93,6632.6,4881.3,3265.46,391.5,4410.46,858.27,6602.5,4841.34,3287.98,393.33,4433.85,864.93,6613.8,4872.33,7961301.0,,69241240.0,,49398200.0,219293152.0
2005-08-18,3252.83,391.38,4430.07,861.41,6596.4,4851.27,3283.17,393.86,4441.85,864.37,6644.5,4884.14,3252.83,390.36,4406.02,857.1,6591.8,4834.16,3281.42,393.22,4436.62,861.34,6629.3,4876.6,8917488.0,,63272648.0,,43925200.0,190603472.0
2005-08-19,3272.11,393.97,4487.9,866.47,6636.6,4929.91,3273.27,393.99,4489.36,868.97,6637.4,4930.83,3251.85,390.87,4431.27,860.8,6592.0,4851.88,3257.03,391.35,4433.56,861.41,6601.0,4854.89,6821377.0,,71601272.0,,36401000.0,215124592.0
2005-08-22,3270.91,394.67,4485.94,866.94,6623.3,4941.69,3276.13,395.77,4498.04,869.63,6661.8,4954.41,3269.01,393.87,4478.61,864.52,6617.4,4929.19,3270.71,394.88,4490.14,866.47,6647.4,4933.74,4101387.0,,48313964.0,,39078000.0,124789096.0
2005-08-23,3244.45,391.73,4436.56,859.25,6565.3,4917.74,3265.05,393.63,4472.46,866.36,6615.1,4931.74,3244.45,391.62,4436.56,859.0,6561.3,4897.14,3265.05,393.63,4471.87,866.36,6615.0,4925.36,6300806.0,,64663460.0,,37380800.0,152086752.0
2005-08-24,3234.49,389.86,4424.43,849.47,6537.0,4915.95,3243.91,390.83,4431.7,859.83,6568.6,4920.85,3229.43,387.44,4401.2,846.42,6509.0,4874.52,3243.91,390.75,4428.16,859.25,6561.6,4907.16,7712897.0,,91035784.0,,43176600.0,176142832.0
2005-08-25,3228.47,386.93,4378.51,839.94,6485.0,4856.01,3235.46,388.07,4396.71,848.9,6505.9,4886.35,3219.29,385.96,4369.21,838.9,6469.7,4847.9,3234.79,388.07,4396.71,848.9,6485.7,4886.35,7460784.0,,86251520.0,,43572000.0,156604112.0
2005-08-26,3205.13,385.15,4342.7,833.86,6445.4,4783.8,3231.48,388.46,4392.75,844.79,6526.0,4878.92,3205.13,384.88,4342.7,832.32,6440.0,4783.8,3218.36,386.65,4380.14,839.94,6489.4,4860.21,7305548.0,,72652920.0,,37643200.0,205409488.0
2005-08-29,3206.68,385.65,4361.27,841.07,6463.7,4812.24,3208.61,385.74,4364.24,842.08,6473.9,4815.98,3192.47,382.16,4313.34,826.2,6364.3,4726.33,3199.29,382.57,4319.93,833.86,6378.9,4756.68,4916352.0,,51225416.0,,27263600.0,126796400.0
2005-08-30,3211.24,386.08,4356.66,838.33,6473.2,4791.72,3230.68,388.12,4381.68,847.37,6501.4,4837.23,3207.63,385.89,4356.66,837.66,6462.0,4784.57,3214.79,387.11,4373.6,841.07,6484.6,4828.07,6884165.0,,70052312.0,,40099800.0,155962480.0
2005-08-31,3223.98,389.6,4399.36,849.51,6517.2,4829.69,3232.14,390.19,4400.0,850.26,6543.0,4834.9,3210.47,386.04,4356.72,838.28,6469.5,4791.47,3211.02,386.22,4356.72,838.33,6469.5,4795.3,8638245.0,,128839640.0,,47951800.0,231115664.0
2005-09-01,3228.5,389.88,4424.15,851.89,6553.6,4842.94,3245.53,391.89,4437.86,855.56,6581.5,4874.89,3226.6,389.36,4407.64,849.36,6539.6,4816.67,3235.24,390.7,4423.7,849.51,6546.8,4846.66,8850546.0,,104266656.0,,63444000.0,204230128.0
2005-09-02,3221.81,389.31,4404.95,853.67,6532.1,4837.81,3235.92,391.2,4432.6,853.68,6568.3,4861.93,3212.91,388.06,4392.74,845.91,6519.5,4819.1,3227.51,390.35,4414.25,851.89,6542.7,4841.38,9103792.0,,92279704.0,,63696400.0,175332368.0
2005-09-05,3236.62,391.46,4430.09,856.21,6543.4,4909.89,3240.39,391.46,4431.63,858.61,6555.5,4909.89,3225.08,388.95,4404.81,851.3,6526.7,4850.53,3225.18,388.97,4404.81,853.67,6533.4,4853.6,4558247.0,,55861248.0,,34086000.0,112782016.0
2005-09-06,3251.19,394.15,4472.55,860.39,6609.8,4968.28,3254.28,394.72,4472.55,864.47,6616.2,4969.42,3239.17,391.55,4433.73,856.59,6552.0,4901.9,3239.17,391.55,4437.71,856.59,6558.0,4903.39,7045982.0,,99842224.0,,60016200.0,185845088.0
2005-09-07,3257.77,394.3,4486.19,863.54,6684.7,4988.14,3265.7,395.73,4498.44,865.99,6687.3,5004.23,3253.98,393.52,4476.05,861.51,6634.6,4967.68,3257.16,394.71,4489.83,861.51,6640.1,4977.92,6778667.0,,118710552.0,,94652400.0,202518080.0
2005-09-08,3242.05,393.92,4465.94,860.78,6681.7,4992.75,3256.04,395.1,4485.85,865.28,6693.1,4999.42,3239.0,393.11,4453.4,858.56,6667.7,4967.96,3256.04,394.62,4478.17,863.54,6688.9,4990.06,8462346.0,,102495384.0,,47434800.0,182358528.0
